tech_group,year_month,critical,flat,diff
Storage_buy,2024-06-01,-5.3,-5.2,-0.09999999999999964
Storage_buy,2024-07-01,5.2,,
Storage_buy,2025-09-01,-0.21590909090909083,,
Storage_buy,2025-10-01,-0.678125,,
Storage_buy,2025-11-01,2.67,,
Storage_buy,2025-12-01,-0.1,,
Storage_sell,2024-01-01,4.55,,
Storage_sell,2024-02-01,0.43809523809523804,,
Storage_sell,2024-03-01,2.8937500000000003,,
Storage_sell,2024-04-01,3.1187500000000004,,
Storage_sell,2024-05-01,2.6384615384615384,,
Storage_sell,2024-06-01,4.466666666666667,,
Storage_sell,2024-07-01,-1.5333333333333332,,
Storage_sell,2025-09-01,-1.0118421052631579,,
Storage_sell,2025-10-01,-2.125,,
Storage_sell,2025-11-01,1.125,,
Storage_sell,2025-12-01,0.5850000000000002,,
