tech_group,regime,hour_class,share_in_band,mw_in_band,mw_total,n_tranches,frac_single_block,mw_at_mcp,n_months,share_pct
Hydro_pump,3-sess,Flat,0.7610726357719834,290.91453885069114,338.4266964193855,3.283307499910643,0.24813218724145691,2.835044625580189,6,76.1
Hydro_pump,3-sess,Midday,0.5026283756246994,245.609466842418,543.1266642928084,2.479644287512443,0.09732895206662913,0.04301075268817204,6,50.3
Hydro_pump,DA15/ID15,Critical,0.8001833812859859,342.75711256442577,432.2773020936763,3.716481629780781,0.17894741979090736,4.140243647012171,3,80.0
Hydro_pump,DA15/ID15,Dropped,0.7561739978502763,370.8310547090867,514.3508765773162,3.8020302781676194,0.12702723208317612,3.9209174775907933,3,75.6
Hydro_pump,DA15/ID15,Flat,0.807420305016432,421.8553704422125,539.4063909411803,4.2362760846971375,0.16193212351107086,2.2142558922558924,3,80.7
Hydro_pump,DA15/ID15,Midday,0.4064378213698349,230.99500762648174,612.6185858571054,2.196423584139035,0.0546179705680706,0.531846052346591,3,40.6
Hydro_pump,DA60/ID15 post-blk,Critical,0.6960300811135453,230.18096266339663,326.3203395728438,2.470001027326362,0.3100149366431984,2.9695105028593094,6,69.6
Hydro_pump,DA60/ID15 post-blk,Dropped,0.7149419145695474,242.92624031613923,349.08215461781464,2.6148614218163884,0.29645705292582686,2.2142064537657613,6,71.5
Hydro_pump,DA60/ID15 post-blk,Flat,0.8401077714411715,248.67987483590525,283.57054452691926,2.792295976714494,0.3900722238230121,2.568381959085422,6,84.0
Hydro_pump,DA60/ID15 post-blk,Midday,0.2893433000954248,180.61960880815195,526.3369346984957,1.66419711857652,0.06927789732220484,0.0,6,28.9
Hydro_pump,DA60/ID15 pre-blk,Critical,0.6574496190103439,181.396980784702,266.8559316789405,2.138808094560307,0.2568847082121418,1.6385976855003404,2,65.7
Hydro_pump,DA60/ID15 pre-blk,Dropped,0.7335419448709359,229.81432098307098,291.82146755271754,2.569702257202257,0.2568495693495694,2.4490384615384615,2,73.4
Hydro_pump,DA60/ID15 pre-blk,Flat,0.8069369283238153,230.6064159200265,272.37064045130245,2.791002986560478,0.2784449145511863,4.646986477517837,2,80.7
Hydro_pump,DA60/ID15 pre-blk,Midday,0.5154113979208361,245.0294548092869,377.02027155887225,2.2905576285240463,0.1451077943615257,0.0,2,51.5
Hydro_pump,ISP15-win,Critical,0.7221222322380454,241.29505123651674,309.8528268721674,2.6025834401769594,0.2873881227158459,2.6765689092038443,4,72.2
Hydro_pump,ISP15-win,Dropped,0.7171911950418798,264.5803742587857,344.52147595183396,2.7262931357702436,0.23897679978664926,1.9538641246033632,4,71.7
Hydro_pump,ISP15-win,Flat,0.6926960695224146,271.5443958993881,370.58722046840745,2.7174036426458192,0.23814902118513728,0.7098777482448395,4,69.3
Hydro_pump,ISP15-win,Midday,0.5618140418589879,218.00550277657564,377.3194034189899,2.116761915080369,0.20444365130923747,1.0228015107847541,4,56.2
