parent,tech_group,ym,hc,q1_mean_mwh,n_cells,share_cleared
HC,Direct_consumer,2024-10-01,critical,-1.3493955094991361,579,0.0
GN,Cogen,2024-10-01,flat,21.234131736526948,167,1.0
GE,Pump_load,2024-10-01,flat,-105.16266666666667,75,0.0
HC,Cogen,2024-11-01,flat,9.900000000000002,39,1.0
HC,CCGT,2024-11-01,critical,357.03061224489795,98,1.0
HC,Retailer,2024-11-01,flat,-743.3555555555556,90,0.0
Engie,Hydro_RES,2024-12-01,flat,39.07666666666666,90,1.0
GN,Retailer,2025-01-01,flat,-66.0279569892473,93,0.0
IB,Cogen,2025-02-01,flat,60.916058394160586,137,0.9562043795620438
HC,Hydro,2025-02-01,flat,3.5309523809523817,84,0.14285714285714285
GE,Pump_load,2025-03-01,critical,-105.35643564356435,101,0.0
Engie,Cogen,2025-04-01,flat,10.431250000000002,208,0.6826923076923077
HC,Cogen,2025-04-01,flat,9.9,15,1.0
Engie,Retailer,2025-04-01,flat,-41.48022598870057,177,0.0
GN,Cogen,2025-05-01,flat,18.89672131147541,183,1.0
Engie,Hydro_RES,2025-05-01,flat,47.351612903225806,93,1.0
Engie,Generic,2025-06-01,flat,-144.36222222222221,90,0.0
IB,Hybrid_RES_storage,2025-06-01,critical,2.296137339055794,233,0.0815450643776824
TotalEnergies,Retailer,2025-06-01,flat,-196.6822222222222,270,0.0
Engie,Hydro_RES,2025-07-01,critical,5.540175953079178,341,0.5806451612903226
GN,Pump_load,2025-08-01,critical,-113.53382352941175,68,0.0
TotalEnergies,Wind,2025-08-01,flat,23.113333333333337,90,0.9555555555555556
Repsol,Retailer,2025-09-01,critical,-223.66666666666666,330,0.0
IB,Hybrid_RES,2025-11-01,flat,19.35125,40,0.35
TotalEnergies,Wind,2025-11-01,flat,17.312048192771087,83,0.7710843373493976
Engie,Hydro,2025-11-01,flat,0.8000000000000003,90,0.0
IB,Hybrid_RES_storage,2025-12-01,critical,1.5894230769230768,182,0.07142857142857142
IB,Pump_load,2025-12-01,flat,-339.0094827586207,116,0.0
Engie,Hydro_RES,2026-01-01,critical,23.7375,88,1.0
Engie,Generic,2026-01-01,flat,-161.3708333333333,24,0.0
GE,Nuclear,2024-01-01,flat,231.3763440860215,279,0.40860215053763443
IB,Direct_consumer,2024-02-01,flat,-5.516923076923077,65,0.0
GE,Hydro_pump,2024-02-01,flat,73.94814814814815,54,1.0
Repsol,Retailer,2024-03-01,flat,-133.4301075268817,93,0.0
HC,Direct_consumer,2024-03-01,flat,-1.2366120218579235,183,0.0
Engie,Retailer,2024-03-01,critical,-48.326298701298704,308,0.0
Engie,Retailer,2024-04-01,flat,-27.60919540229885,87,0.0
GN,Pump_load,2024-04-01,critical,-23.608955223880596,67,0.0
IB,Hydro_pump,2024-04-01,critical,666.8538461538461,169,0.9526627218934911
Repsol,Retailer,2024-04-01,flat,-123.65777777777777,90,0.0
Engie,Retailer,2024-05-01,flat,-33.531182795698925,93,0.0
HC,Cogen,2024-05-01,critical,9.744262295081969,61,0.9836065573770492
IB,Hydro_pump,2024-06-01,flat,546.2738095238095,42,0.6904761904761905
GN,Hydro_pump,2024-06-01,critical,75.0,6,1.0
Moeve,Retailer,2024-06-01,flat,-123.44333333333336,180,0.0
TotalEnergies,CCGT,2024-07-01,flat,352.5428571428572,42,1.0
Engie,Retailer,2024-09-01,flat,-21.084,75,0.0
TotalEnergies,CCGT,2024-09-01,critical,354.9239726027397,146,1.0
HC,Hydro_RES,2024-10-01,flat,1.0774193548387097,93,0.0
GN,Generic,2024-10-01,flat,-575.0806451612904,93,0.0
IB,Cogen,2024-12-01,critical,4.2078740157480325,127,0.031496062992125984
GN,Cogen,2025-01-01,flat,21.821192052980134,151,1.0
Engie,Generic,2025-02-01,critical,-117.66026936026935,297,0.0
Repsol,Retailer,2025-03-01,flat,-143.8247311827957,93,0.0
HC,Hydro,2025-04-01,flat,6.444871794871795,78,0.1794871794871795
IB,Retailer,2025-05-01,flat,-343.9217054263566,129,0.0
IB,Wind,2025-05-01,flat,92.71900000000001,400,0.695
HC,Hydro_RES,2025-07-01,flat,1.2206896551724133,87,0.0
Repsol,Retailer,2025-07-01,flat,-195.48172043010752,93,0.0
IB,CCGT,2025-08-01,critical,276.38045977011495,174,1.0
HC,Hydro,2025-08-01,flat,21.103225806451608,93,0.5376344086021505
HC,Retailer,2025-10-01,flat,-953.5266129032257,93,0.0
GN,Hydro_RES,2025-11-01,flat,4.206944444444444,36,0.2777777777777778
HC,Solar PV,2025-11-01,critical,14.674798387096773,124,0.6451612903225806
GN,Wind,2026-01-01,flat,57.61734234234234,111,0.8288288288288288
HC,Hydro_RES,2024-01-01,flat,1.1870967741935485,93,0.0
HC,Cogen,2024-09-01,flat,9.81666666666667,54,1.0
Engie,Retailer,2024-11-01,flat,-48.35888888888888,90,0.0
Engie,Hydro,2025-01-01,critical,0.10000000000000005,124,0.0
GN,Generic,2025-02-01,flat,-845.3333333333334,84,0.0
GN,Retailer,2025-04-01,flat,-73.44,90,0.0
IB,Retailer,2025-04-01,flat,-521.292741935484,124,0.0
GN,Hydro,2025-08-01,critical,96.94642857142857,28,0.6071428571428571
HC,Retailer,2025-11-01,flat,-916.8,90,0.0
IB,Hybrid_RES_storage,2025-11-01,flat,7.98625,40,0.35
IB,Hydro_pump,2026-01-01,critical,850.8518292682927,41,1.0
HC,Direct_consumer,2024-01-01,flat,-1.3767295597484275,159,0.0
GN,Hydro_pump,2024-02-01,critical,63.0,13,1.0
IB,Pump_load,2024-07-01,flat,-367.4611111111111,18,0.0
TotalEnergies,CCGT,2024-11-01,flat,295.5133333333333,60,1.0
GN,Pump_load,2024-11-01,critical,-82.0,26,0.0
GE,Hydro_pump,2024-12-01,flat,36.21587301587301,63,1.0
IB,Pump_load,2025-05-01,flat,-420.6878048780488,41,0.0
GN,Pump_load,2025-10-01,flat,-92.0638157894737,38,0.0
IB,Hybrid_RES,2025-10-01,flat,2.7695652173913046,23,0.08695652173913043
IB,Hydro,2025-10-01,flat,174.74436274509807,102,0.9117647058823529
HC,Direct_consumer,2026-01-01,flat,-5.0,24,0.0
IB,Hybrid_RES_storage,2026-01-01,critical,0.7840909090909091,44,0.045454545454545456
Engie,Retailer,2024-02-01,flat,-45.673563218390804,87,0.0
IB,Wind,2024-08-01,flat,135.37708333333333,48,0.8125
IB,Cogen,2024-10-01,flat,34.492,50,0.82
HC,Coal,2025-02-01,critical,306.5590909090909,22,1.0
GN,Hydro_RES,2025-02-01,flat,4.457575757575758,33,0.06060606060606061
GN,CCGT,2025-08-01,flat,352.025,100,0.99
GE,CCGT,2025-09-01,flat,365.22222222222223,45,1.0
TotalEnergies,CCGT,2025-10-01,flat,399.19354838709677,62,1.0
GE,CCGT,2024-10-01,critical,347.76056338028167,71,1.0
GE,Pump_load,2025-02-01,critical,-151.86607142857142,56,0.0
GN,Hydro_pump,2025-05-01,critical,48.645714285714284,35,1.0
GN,Hydro_RES,2025-09-01,flat,12.8,20,1.0
GN,Generic,2025-12-01,flat,-937.2424731182795,93,0.0
GE,Hydro_pump,2025-12-01,flat,49.16902173913043,46,0.9347826086956522
HC,Cogen,2026-01-01,flat,8.321052631578947,19,0.6842105263157895
HC,Wind,2026-01-01,flat,171.17421875,96,0.9479166666666666
IB,Cogen,2024-08-01,critical,73.2,30,0.9666666666666667
IB,Direct_consumer,2025-01-01,flat,-11.482795698924733,93,0.0
IB,Hybrid_RES,2025-05-01,critical,21.381617647058825,136,0.8014705882352942
IB,Direct_consumer,2025-05-01,flat,-17.33978494623656,93,0.0
GN,Hydro,2025-10-01,flat,102.6,10,1.0
IB,Hybrid_RES,2026-01-01,flat,0.21071428571428572,7,0.0
IB,Direct_consumer,2026-01-01,flat,-13.464583333333335,24,0.0
GE,Hydro_pump,2024-01-01,flat,52.857142857142854,7,1.0
GE,Pump_load,2024-11-01,flat,-127.31842105263159,38,0.0
GE,CCGT,2025-10-01,flat,363.51190476190476,84,1.0
IB,Cogen,2026-01-01,flat,78.93333333333334,6,1.0
Repsol,Retailer,2024-08-01,flat,-191.489247311828,93,0.0
IB,Hybrid_RES_storage,2025-05-01,flat,8.184313725490195,51,0.43137254901960786
TotalEnergies,Wind,2025-07-01,flat,23.906896551724138,87,0.9310344827586207
IB,Storage_sell,2025-10-01,critical,4.325,4,0.0
GN,Pump_load,2024-07-01,critical,-92.5,70,0.0
IB,Hydro_pump,2024-08-01,flat,594.2375,8,1.0
GN,Solar PV,2024-12-01,critical,13.064705882352943,17,0.29411764705882354
IB,Hybrid_RES_storage,2025-02-01,flat,10.500000000000004,83,0.5542168674698795
IB,Hydro_RES,2024-07-01,flat,27.428571428571427,7,1.0
IB,Storage_sell,2024-07-01,critical,4.320000000000001,15,0.06666666666666667
IB,Hybrid_RES,2024-11-01,critical,28.234545454545454,165,0.703030303030303
IB,Pump_load,2025-09-01,flat,-242.82083333333333,24,0.0
GN,Hydro_pump,2024-10-01,critical,51.42857142857143,28,1.0
GN,Hydro_pump,2025-06-01,critical,42.38333333333333,6,1.0
HC,CCGT,2026-01-01,critical,304.5863636363636,11,1.0
IB,Hydro_RES,2024-09-01,flat,21.763157894736842,19,0.9473684210526315
GN,Hydro,2025-02-01,flat,3.185714285714286,21,0.14285714285714285
HC,Hydro_RES,2026-01-01,flat,1.2750000000000001,24,0.0
TotalEnergies,CCGT,2025-02-01,flat,210.0,9,1.0
IB,Direct_consumer,2025-12-01,flat,-15.127956989247313,93,0.0
Engie,CCGT,2025-05-01,critical,228.30769230769232,13,1.0
Moeve,CCGT,2025-05-01,flat,147.87692307692308,13,1.0
HC,CCGT,2025-12-01,flat,153.03611111111113,9,1.0
IB,Cogen,2025-12-01,flat,44.10000000000001,7,0.8571428571428571
GN,Pump_load,2024-12-01,flat,-78.31025641025641,39,0.0
IB,Hybrid_RES,2025-09-01,flat,0.6857142857142858,7,0.0
IB,Storage_sell,2024-01-01,critical,4.871428571428571,7,0.0
IB,Cogen,2024-11-01,critical,21.685714285714287,7,0.5714285714285714
GE,CCGT,2024-11-01,flat,318.62666666666667,15,1.0
HC,CCGT,2024-01-01,flat,325.47499999999997,12,1.0
GN,Hydro,2024-11-01,flat,43.638461538461534,13,0.5384615384615384
IB,Hydro_RES,2025-06-01,critical,2.0,2,0.0
HC,CCGT,2024-07-01,critical,325.6666666666667,21,1.0
GN,Hydro_pump,2025-07-01,critical,86.72727272727273,11,1.0
IB,Cogen,2025-08-01,critical,0.1,10,0.0
IB,Hybrid_RES_storage,2025-07-01,flat,0.5599999999999999,5,0.0
IB,Storage_sell,2024-05-01,critical,3.966666666666667,12,0.0
GN,CCGT,2025-02-01,flat,208.10000000000002,6,1.0
Engie,CCGT,2025-06-01,critical,146.3,2,1.0
GN,CCGT,2025-03-01,critical,235.43999999999997,5,0.8
GN,Pump_load,2025-01-01,critical,-66.18181818181819,11,0.0
HC,CCGT,2024-10-01,critical,167.14285714285714,7,1.0
GN,Pump_load,2024-02-01,flat,-26.5,4,0.0
GN,Pump_load,2024-06-01,flat,-52.0,1,0.0
IB,Pump_load,2025-08-01,flat,-380.0,2,0.0
IB,Cogen,2025-10-01,critical,0.30000000000000004,1,0.0
IB,Cogen,2025-07-01,flat,0.1,2,0.0
IB,Hydro,2026-01-01,flat,389.0625,4,1.0
IB,Storage_buy,2024-05-01,critical,-4.8999999999999995,3,0.0
GE,CCGT,2024-06-01,flat,226.54545454545453,11,1.0
GN,Hydro_RES,2024-07-01,flat,6.0,3,1.0
HC,Coal,2025-03-01,flat,150.5,8,1.0
GE,Pump_load,2025-07-01,flat,-219.0,3,0.0
Moeve,CCGT,2024-05-01,flat,162.5,2,1.0
IB,Hydro_pump,2024-09-01,flat,315.18333333333334,6,1.0
IB,Storage_sell,2024-04-01,critical,3.9,7,0.0
Moeve,CCGT,2025-10-01,flat,60.0,3,1.0
HC,Pump_load,2025-03-01,critical,-53.0,5,0.0
TotalEnergies,CCGT,2026-01-01,flat,415.15,1,1.0
GN,Hydro,2025-09-01,flat,200.0,3,1.0
IB,Hydro_pump,2025-02-01,flat,717.24,5,1.0
Moeve,CCGT,2024-07-01,flat,80.0,1,1.0
GN,Pump_load,2025-09-01,flat,-52.0,1,0.0
IB,Pump_load,2024-01-01,flat,-550.8560000000001,100,0.0
Moeve,Cogen,2024-01-01,critical,5.335940583774786,9627,0.41591357639970916
Moeve,Retailer,2024-01-01,flat,-115.05806451612905,186,0.0
IB,Nuclear,2024-01-01,flat,36.265306122448976,294,0.9591836734693877
IB,Wind,2024-01-01,critical,748.8125984251967,254,0.9881889763779528
HC,Retailer,2024-01-01,critical,-704.98357771261,341,0.0
GE,Hydro,2024-01-01,critical,69.3211374407583,1055,0.8928909952606635
GE,CCGT,2024-01-01,critical,332.4417840375587,213,1.0
GN,CCGT,2024-01-01,critical,327.06309012875533,233,1.0
Repsol,Direct_consumer,2024-01-01,critical,-112.40219941348977,682,0.0
Moeve,Biomass,2024-01-01,critical,1.8507177033492836,836,0.0
Repsol,Cogen,2024-01-01,flat,46.17418546365915,399,0.9398496240601504
IB,Cogen,2024-01-01,critical,57.482857142857135,770,0.9142857142857143
GE,Retailer,2024-01-01,flat,-861.8247311827956,186,0.0
IB,Hydro,2024-01-01,critical,165.2638381201043,766,0.6070496083550914
Moeve,Direct_consumer,2024-01-01,flat,-7.358422939068101,558,0.0
IB,Nuclear,2024-02-01,critical,221.44968440036058,1109,0.9323715058611362
Moeve,Cogen,2024-02-01,critical,5.148466556323617,10271,0.35838769350598776
GN,Cogen,2024-02-01,critical,28.617150395778353,379,0.9841688654353562
GN,Wind,2024-02-01,critical,59.07460815047024,1276,0.8863636363636364
TotalEnergies,Retailer,2024-02-01,critical,-282.9048066875653,957,0.0
Engie,Solar PV,2024-02-01,critical,3.1509578544061316,1044,0.1781609195402299
Engie,Cogen,2024-02-01,critical,10.100622665006203,803,0.8904109589041096
IB,Hydro,2024-02-01,critical,145.6974683544303,632,0.5965189873417721
HC,Direct_consumer,2024-02-01,flat,-1.3466257668711659,163,0.0
Engie,Hydro_RES,2024-02-01,flat,42.51724137931034,87,1.0
HC,Hydro,2024-02-01,critical,4.118421052631579,228,0.03508771929824561
HC,Retailer,2024-03-01,flat,-703.4311827956989,93,0.0
HC,Wind,2024-03-01,flat,181.49214092140923,369,0.9349593495934959
Moeve,Cogen,2024-03-01,critical,4.800800346095583,9246,0.33755137356694787
IB,Nuclear,2024-03-01,critical,482.81419354838715,930,0.9913978494623656
GN,Cogen,2024-03-01,critical,22.52151639344262,488,1.0
Moeve,Hydro_RES,2024-03-01,critical,6.545338983050847,944,0.3580508474576271
GE,Retailer,2024-03-01,critical,-2778.6296187683283,682,0.0
Moeve,Direct_consumer,2024-03-01,critical,-5.595754245754234,2002,0.0
GN,Pump_load,2024-03-01,critical,-46.35909090909091,44,0.0
Repsol,Cogen,2024-03-01,critical,37.02782312925169,1470,0.9775510204081632
Repsol,Direct_consumer,2024-03-01,flat,-143.46827956989247,186,0.0
HC,Hydro_RES,2024-03-01,flat,1.0763440860215052,93,0.0
GN,Generic,2024-03-01,critical,-839.3463343108507,341,0.0
HC,Cogen,2024-03-01,critical,9.682524271844661,103,0.9611650485436893
Engie,Wind,2024-04-01,critical,9.640433088909262,8728,0.5109990834097159
Moeve,Retailer,2024-04-01,critical,-128.5795454545454,660,0.0
IB,Retailer,2024-04-01,critical,-1150.0814184397161,705,0.0
HC,Hydro_RES,2024-04-01,flat,0.8885057471264367,87,0.0
Engie,Hydro_RES,2024-04-01,critical,38.979310344827574,319,1.0
IB,Direct_consumer,2024-04-01,critical,-3.4886925795052997,283,0.0
Moeve,Direct_consumer,2024-04-01,flat,-8.360740740740745,540,0.0
Moeve,Hydro_RES,2024-05-01,flat,8.91899641577061,279,0.5161290322580645
GN,Wind,2024-05-01,critical,30.376003028009094,1321,0.8099924299772899
GE,Pump_load,2024-05-01,critical,-107.99237057220708,367,0.0
GE,Nuclear,2024-05-01,critical,921.1435975609755,328,1.0
IB,Hybrid_RES,2024-05-01,critical,22.642045454545457,176,0.7954545454545454
Moeve,Direct_consumer,2024-05-01,critical,-5.73489736070381,2046,0.0
Engie,Solar PV,2024-05-01,critical,6.387251874724306,2267,0.3665637406263785
GN,Cogen,2024-05-01,critical,18.131484502446973,613,0.9934747145187602
IB,Hydro_pump,2024-05-01,critical,855.8424460431654,139,0.9136690647482014
HC,Hydro_RES,2024-05-01,critical,1.7848861283643909,483,0.031055900621118012
Engie,Generic,2024-05-01,flat,-131.16021505376347,93,0.0
IB,Nuclear,2024-05-01,flat,195.78472222222229,288,0.8263888888888888
HC,Wind,2024-06-01,critical,123.6319379844962,1290,0.924031007751938
GN,Cogen,2024-06-01,flat,21.240677966101696,177,1.0
Moeve,Cogen,2024-06-01,flat,6.229795021961939,2732,0.510614934114202
GN,Retailer,2024-06-01,flat,-49.766666666666666,90,0.0
Moeve,Hydro_RES,2024-06-01,flat,5.753333333333332,270,0.3333333333333333
GN,Wind,2024-06-01,critical,30.398800959232602,1251,0.8784972022382095
HC,Direct_consumer,2024-06-01,critical,-1.466969696969697,660,0.0
IB,Retailer,2024-06-01,critical,-448.82379248658316,559,0.0
Engie,Hydro_RES,2024-06-01,critical,17.773333333333326,330,1.0
GE,Pump_load,2024-06-01,critical,-132.3173913043478,276,0.0
HC,Solar PV,2024-06-01,critical,2.72406015037594,133,0.22556390977443608
Moeve,Cogen,2024-07-01,flat,6.055848918225161,2727,0.504950495049505
Engie,Cogen,2024-07-01,critical,9.844477028347978,1023,0.7526881720430108
TotalEnergies,Retailer,2024-07-01,critical,-263.1365591397849,1023,0.0
HC,Retailer,2024-07-01,critical,-865.5870967741934,341,0.0
IB,Nuclear,2024-07-01,critical,77.39076620825146,1018,0.9911591355599214
GN,Wind,2024-07-01,critical,21.477735562310034,1316,0.8958966565349544
TotalEnergies,Solar PV,2024-07-01,critical,1.9309133489461359,427,0.0
IB,Hybrid_RES,2024-07-01,critical,15.062195121951218,82,0.6097560975609756
GN,Cogen,2024-07-01,flat,21.73103448275862,174,1.0
Moeve,Hydro_RES,2024-07-01,critical,4.547553816046967,1022,0.3336594911937378
Moeve,Retailer,2024-07-01,critical,-146.5759530791789,682,0.0
GN,CCGT,2024-07-01,critical,306.71512605042017,119,0.9915966386554622
IB,Direct_consumer,2024-07-01,flat,-15.834408602150537,93,0.0
HC,Cogen,2024-07-01,critical,9.550847457627114,177,0.9887005649717514
IB,Hydro,2024-07-01,critical,426.8776842105261,475,0.9557894736842105
GN,Retailer,2024-07-01,flat,-47.927956989247306,93,0.0
Repsol,Retailer,2024-07-01,critical,-203.79061583577715,341,0.0
GE,Hydro,2024-08-01,critical,57.575381679389324,1048,0.9188931297709924
GE,Hydro_pump,2024-08-01,critical,82.49926289926286,814,1.0
GE,Nuclear,2024-08-01,critical,845.9354838709677,1023,1.0
Moeve,Cogen,2024-08-01,flat,6.272996108949413,2570,0.4945525291828794
HC,Wind,2024-08-01,flat,121.1811827956989,372,0.9381720430107527
Moeve,Retailer,2024-08-01,critical,-117.18702064896758,678,0.0
GN,Cogen,2024-08-01,critical,21.351459293394775,651,0.9984639016897081
IB,Hybrid_RES_storage,2024-08-01,critical,8.325000000000001,232,0.39655172413793105
HC,Hydro_RES,2024-08-01,critical,3.0365203761755497,638,0.4090909090909091
HC,Direct_consumer,2024-08-01,critical,-1.7669696969696973,660,0.0
Engie,Retailer,2024-08-01,flat,-39.16025641025641,78,0.0
IB,Solar PV,2024-08-01,critical,49.004721030042894,233,0.41630901287553645
IB,Retailer,2024-08-01,critical,-626.4882067851374,619,0.0
IB,Pump_load,2024-08-01,flat,-491.0739130434783,23,0.0
GE,Retailer,2024-08-01,flat,-1921.1427083333338,192,0.0
IB,Hydro,2024-08-01,critical,219.26554621848732,476,0.8928571428571429
Moeve,Cogen,2024-09-01,flat,5.850111275964392,2696,0.4462166172106825
IB,Nuclear,2024-09-01,critical,109.66575757575758,990,1.0
TotalEnergies,Retailer,2024-09-01,critical,-251.69818181818178,990,0.0
Moeve,Retailer,2024-09-01,critical,-124.65333333333334,660,0.0
GE,Hydro,2024-09-01,flat,79.98226744186046,344,0.9215116279069767
GN,Retailer,2024-09-01,critical,-37.53090909090906,330,0.0
HC,Wind,2024-09-01,critical,125.49398782343995,1314,0.9193302891933028
GE,Retailer,2024-09-01,critical,-1630.1846235418877,943,0.0
IB,Direct_consumer,2024-09-01,flat,-15.34555555555556,90,0.0
IB,Hybrid_RES_storage,2024-09-01,critical,12.927298850574712,348,0.6551724137931034
GN,Wind,2024-09-01,critical,25.90984375,1280,0.840625
HC,Direct_consumer,2024-09-01,critical,-1.5501567398119125,638,0.0
Moeve,Biomass,2024-09-01,critical,1.5967549103330494,1171,0.0
Engie,Hydro_RES,2024-09-01,critical,21.79,330,1.0
HC,Solar PV,2024-09-01,critical,12.440229885057471,174,0.6494252873563219
Repsol,Cogen,2024-09-01,flat,45.82555555555557,360,0.9416666666666667
GE,Nuclear,2024-09-01,critical,849.9181818181818,990,1.0
IB,Solar PV,2024-09-01,critical,60.26319290465633,451,0.6363636363636364
GN,Pump_load,2024-09-01,critical,-74.28571428571429,49,0.0
GN,Cogen,2024-09-01,flat,19.124836601307194,153,1.0
Moeve,Cogen,2024-10-01,flat,5.395834925487205,2617,0.3633931983186855
Engie,Wind,2024-10-01,flat,8.003338068181819,2816,0.4659090909090909
Engie,Cogen,2024-10-01,flat,8.256410256410263,234,0.717948717948718
IB,Retailer,2024-10-01,critical,-273.5164009111618,439,0.0
Engie,Solar PV,2024-10-01,critical,3.635221354166667,1536,0.22005208333333334
IB,Wind,2024-10-01,critical,491.4205761316872,486,0.9032921810699589
HC,Wind,2024-10-01,flat,140.81370967741935,372,0.9166666666666666
Moeve,Direct_consumer,2024-10-01,flat,-10.2163082437276,558,0.0
Repsol,Retailer,2024-10-01,critical,-166.47448680351903,341,0.0
HC,Hydro,2024-10-01,flat,0.49247311827956985,93,0.0
GN,Solar PV,2024-10-01,critical,15.476642335766428,137,0.22627737226277372
HC,Solar PV,2024-10-01,critical,7.989726027397261,146,0.5342465753424658
HC,Hybrid_RES,2024-10-01,critical,13.728504672897191,642,0.6448598130841121
GN,Retailer,2024-10-01,flat,-29.84949494949495,99,0.0
TotalEnergies,Retailer,2024-10-01,flat,-183.14551971326162,279,0.0
GE,Nuclear,2024-10-01,critical,870.0316715542522,1023,1.0
Engie,Wind,2024-11-01,critical,7.332118055555565,9792,0.39818218954248363
GN,Cogen,2024-11-01,critical,20.688745980707388,622,1.0
Moeve,Direct_consumer,2024-11-01,critical,-11.748686868686862,1980,0.0
Moeve,Biomass,2024-11-01,flat,2.084,225,0.0
Repsol,Cogen,2024-11-01,flat,43.87012345679011,405,0.9111111111111111
TotalEnergies,Solar PV,2024-11-01,critical,0.7033149171270718,181,0.0
Moeve,Retailer,2024-11-01,flat,-106.76833333333333,180,0.0
Engie,Hydro_RES,2024-11-01,flat,38.05,90,1.0
HC,Hydro,2024-11-01,critical,5.055351681957183,327,0.10397553516819572
HC,Wind,2024-11-01,flat,135.69075630252104,357,0.8823529411764706
IB,Retailer,2024-11-01,critical,-362.796603773585,530,0.0
Engie,Solar PV,2024-11-01,critical,1.9790144435004264,1177,0.10960067969413764
Moeve,Solar PV,2024-11-01,critical,0.37142857142857133,119,0.0
HC,Wind,2024-12-01,flat,130.06424731182798,372,0.7553763440860215
Moeve,Hydro_RES,2024-12-01,critical,5.512707722385145,1023,0.3333333333333333
IB,Retailer,2024-12-01,critical,-985.2309923664122,655,0.0
Repsol,Cogen,2024-12-01,critical,41.7515809051457,1613,0.8226906385616863
Moeve,Cogen,2024-12-01,flat,5.945967741935481,2480,0.4592741935483871
Moeve,Direct_consumer,2024-12-01,critical,-11.278445747800573,2046,0.0
TotalEnergies,Solar PV,2024-12-01,critical,0.47456647398843926,173,0.0
GE,Hydro,2024-12-01,critical,99.77281308999365,1589,0.8892385147891756
GN,Retailer,2024-12-01,flat,-42.41875000000001,96,0.0
IB,Nuclear,2024-12-01,critical,91.51336585365857,1025,1.0
Repsol,Retailer,2024-12-01,critical,-227.892082111437,341,0.0
Engie,Hydro,2024-12-01,critical,0.10000000000000005,124,0.0
Engie,Retailer,2024-12-01,flat,-40.84777777777777,90,0.0
Engie,Cogen,2024-12-01,flat,11.26438356164384,219,0.8082191780821918
GE,Solar PV,2024-12-01,critical,0.6978947368421053,95,0.0
Moeve,Direct_consumer,2025-01-01,flat,-20.887398373983736,738,0.0
Moeve,Biomass,2025-01-01,critical,1.713212927756655,1052,0.0
Engie,Wind,2025-01-01,critical,11.448508098891708,10557,0.5877616747181964
HC,Hydro,2025-01-01,flat,2.0580645161290327,93,0.07526881720430108
IB,Wind,2025-01-01,flat,565.3717647058825,170,0.8705882352941177
IB,Solar PV,2025-01-01,critical,25.163991769547327,486,0.5864197530864198
HC,Wind,2025-01-01,flat,172.6193548387097,372,0.8924731182795699
Repsol,Direct_consumer,2025-01-01,critical,-122.71158357771257,682,0.0
TotalEnergies,Wind,2025-01-01,critical,23.409422492401205,329,0.8449848024316109
IB,Retailer,2025-01-01,critical,-333.64615384615394,429,0.0
Repsol,Cogen,2025-01-01,flat,42.999770114942535,435,0.9172413793103448
Engie,Retailer,2025-01-01,critical,-22.81298507462687,670,0.0
IB,Nuclear,2025-01-01,critical,95.29061895551251,1034,1.0
HC,Retailer,2025-01-01,critical,-725.1859237536656,341,0.0
Engie,Generic,2025-01-01,flat,-146.20430107526883,93,0.0
HC,Direct_consumer,2025-01-01,flat,-2.788095238095238,168,0.0
IB,Hydro_RES,2025-01-01,critical,5.372950819672131,122,0.45901639344262296
HC,Coal,2025-01-01,flat,172.3448275862069,29,1.0
Repsol,Retailer,2025-01-01,critical,-242.3428152492669,341,0.0
GE,CCGT,2025-01-01,critical,368.70681003584235,279,1.0
HC,Solar PV,2025-01-01,critical,6.367058823529411,85,0.49411764705882355
Moeve,Hydro_RES,2025-01-01,flat,3.757278481012659,316,0.29430379746835444
GN,Hydro_RES,2025-01-01,critical,1.8336363636363635,110,0.00909090909090909
HC,Wind,2025-02-01,flat,112.65922619047619,336,0.8035714285714286
TotalEnergies,Retailer,2025-02-01,flat,-211.06031746031752,252,0.0
Engie,Retailer,2025-02-01,critical,-21.405008635578582,579,0.0
Moeve,Biomass,2025-02-01,critical,1.5787906976744204,1075,0.0
GE,Hydro_pump,2025-02-01,critical,117.2221590909091,528,1.0
IB,Retailer,2025-02-01,critical,-189.5990625,320,0.0
Moeve,Retailer,2025-02-01,flat,-53.470833333333324,168,0.0
Repsol,Direct_consumer,2025-02-01,critical,-119.21201298701297,616,0.0
GE,Retailer,2025-02-01,critical,-1404.7044372294372,924,0.0
HC,Direct_consumer,2025-02-01,critical,-2.579811320754717,530,0.0
Moeve,Hydro_RES,2025-02-01,flat,3.8300675675675677,296,0.28378378378378377
TotalEnergies,Wind,2025-02-01,critical,10.668727272727274,275,0.6509090909090909
Engie,Cogen,2025-02-01,critical,8.272857142857125,770,0.8857142857142857
Repsol,Cogen,2025-02-01,flat,42.75794392523364,321,0.9532710280373832
Engie,Hydro_RES,2025-02-01,flat,46.18214285714286,84,1.0
HC,Retailer,2025-02-01,flat,-698.9940476190476,84,0.0
IB,Hybrid_RES,2025-02-01,critical,16.877852348993287,298,0.6677852348993288
GN,Wind,2025-03-01,flat,52.33641304347826,368,0.9592391304347826
HC,Retailer,2025-03-01,critical,-857.431671554252,341,0.0
Repsol,Cogen,2025-03-01,critical,41.52651128914785,1373,0.9919883466860888
Moeve,Hydro_RES,2025-03-01,critical,8.391323400525858,1141,0.2892199824715162
IB,Solar PV,2025-03-01,critical,31.72365805168987,1006,0.5964214711729622
HC,Hybrid_RES,2025-03-01,critical,19.90299850074963,667,0.8035982008995503
